index,genres,id,original_language,title
572,Thriller Crime Drama,68806,it,The Escort
573,Comedy Drama History Mystery,37345,en,Princess Caraboo
574,History Documentary,32562,en,The Celluloid Closet
575,Drama Comedy Romance Foreign,47507,en,Café au Lait
576,Comedy Drama,25403,it,Dear Diary
577,Romance Drama,124304,en,I Dont Want to Talk About It
578,Comedy,9066,en,The Brady Bunch Movie
579,Comedy Family,771,en,Home Alone
580,Fantasy Drama Thriller Mystery Romance,251,en,Ghost
581,Animation Family Comedy Adventure Fantasy Romance,812,en,Aladdin
582,Action Thriller Science Fiction,280,en,Terminator 2: Judgment Day
583,Adventure Drama Western,581,en,Dances with Wolves
584,Thriller Action Drama,80350,en,Tough and Deadly
585,Fantasy Action,268,en,Batman
586,Crime Drama Thriller,274,en,The Silence of the Lambs
587,Fantasy Animation Family,408,en,Snow White and the Seven Dwarfs
588,Romance Family Animation Fantasy Music,10020,en,Beauty and the Beast
589,Animation Family,10895,en,Pinocchio
590,Romance Comedy,114,en,Pretty Woman
591,Comedy Drama Fantasy,41043,ru,Window to Paris
592,Adventure Western,576,en,The Wild Bunch
593,Crime Thriller,15477,en,Love and a .45
594,Drama Foreign Romance,59146,en,The Wooden Mans Bride
595,,124472,en,A Great Day in Harlem
596,Comedy Romance,30528,en,Bye Bye Love
597,Comedy Romance,7300,en,One Fine Day
598,Horror,10824,en,Candyman: Farewell to the Flesh
599,Romance Drama,261246,en,Century
600,Crime Drama Thriller,275,en,Fargo
601,Adventure Comedy Drama Family,25059,en,Homeward Bound II: Lost in San Francisco
602,Animation Science Fiction,11827,en,Heavy Metal
603,Horror Thriller Science Fiction,8766,en,Hellraiser: Bloodline
604,Comedy Romance,23570,en,The Pallbearer
605,Drama Romance,47333,en,Jane Eyre
606,Drama Mystery Thriller,54850,en,Loaded
607,Comedy Foreign,51242,it,Bread and Chocolate
608,Animation Comedy Family Adventure,10112,en,The Aristocats
609,Drama Romance,4307,es,The Flower of My Secret
610,Comedy Romance,46029,en,Two Much
611,Comedy Family,32308,en,Ed
612,Adventure Drama Documentary,88893,de,Scream of Stone
613,Drama,52873,fr,My Favorite Season
614,,123505,en,A Modern Affair
615,Thriller Action Drama,340210,en,Condition Red
616,Comedy Drama,44281,en,Halfaouine: Boy of the Terraces
617,Comedy Thriller Crime Romance,28121,en,A Thin Line Between Love and Hate
618,Comedy Thriller Crime Drama,12520,en,The Last Supper
619,Crime Drama Mystery Thriller,1592,en,Primal Fear
620,,166901,en,Rude
621,Drama Romance,36447,en,Carried Away
622,Romance Animation Family Adventure Fantasy,19042,en,All Dogs Go to Heaven 2
623,Drama History War Romance,38884,en,Land and Freedom
624,Comedy,47449,en,Denise Calls Up
625,Fantasy Science Fiction Family,36259,en,Theodore Rex
626,Comedy Drama,41852,en,A Family Thing
627,Drama Thriller,40926,en,Frisk
628,Comedy Family,9099,en,Sgt. Bilko
629,Comedy Drama Romance,2021,en,Jack & Sarah
630,Comedy,61752,en,Girl 6
631,Drama Horror Mystery Thriller,10988,en,Diabolique
632,Adventure Drama Comedy Family,11479,fr,"Little Indian, Big City"
633,Romance Drama,398959,de,Roula
634,Comedy,287305,de,Peanuts – Die Bank zahlt alles
635,Comedy,339428,de,Happy Weekend
636,Drama Romance,12652,fr,Nelly and Monsieur Arnaud
637,Drama Thriller Mystery War,10684,en,Courage Under Fire
638,Adventure Action Thriller,954,en,Mission: Impossible
639,Drama Comedy,68445,de,Cold Fever
640,Drama Romance,18989,en,Moll Flanders
641,Comedy,10801,de,The Superwife
642,Horror Mystery Thriller,54285,ko,"301, 302"
643,Fantasy,8840,en,DragonHeart
644,Drama,278978,de,Und keiner weint mir nach
645,Drama,124625,de,My Mothers Courage
646,Action Comedy,11107,en,Eddie
647,Drama Comedy,16417,en,Yankee Zulu
648,,70934,en,Billys Holiday
649,Crime Drama Thriller,10363,fr,Purple Noon
650,Romance Comedy Drama,161070,en,August
651,Adventure Animation Family,10539,en,James and the Giant Peach
652,Drama Thriller Romance,10543,en,Fear
653,Comedy,18414,en,Kids in the Hall: Brain Candy
654,Comedy Crime Drama,47502,en,Faithful
655,War Drama Comedy,11902,sr,Underground
656,War Drama Romance,27098,sv,All Things Fair
657,Action Thriller,25087,en,Bloodsport II
658,Drama,5801,bn,Pather Panchali
659,Drama,896,bn,The World of Apu
660,Comedy Science Fiction,3065,en,Mystery Science Theater 3000: The Movie
661,,318177,en,Tarantella
662,Animation Comedy Drama Family Fantasy,2300,en,Space Jam
663,Science Fiction,8069,en,Barbarella
664,Thriller Action Drama,288173,en,Hostile Intentions
665,Comedy Horror Science Fiction,187851,en,They Bite
666,Drama Thriller,27768,en,Some Folks Call It a Sling Blade
667,Drama Romance,221917,en,The Run of the Country
668,Drama Science Fiction Mystery,8072,fr,Alphaville
669,Drama,35797,fr,Coup de Torchon
670,Documentary Foreign,88030,en,Tigrero: A Film That Was Never Made
671,,185191,en,The Eye of Vichy
672,Horror Drama Thriller,83857,en,Windows
673,Drama,33245,en,Its My Party
674,Drama Romance,124460,en,Country Life
675,Action Adventure Comedy Family,27281,en,Operation Dumbo Drop
676,Drama Romance,105045,de,The Promise
677,Comedy Romance Drama,40001,en,Mrs. Winterbourne
678,Action Adventure Science Fiction Thriller,29621,en,Solo
679,Drama Foreign,117730,he,Under The Domim Tree
680,Action Thriller,20762,en,The Substitute
681,Crime Mystery Thriller,37144,en,True Crime
682,Crime Drama Romance Thriller,48260,en,Butterfly Kiss
683,Action Comedy Drama Thriller,12656,en,Feeling Minnesota
684,Drama Romance,38867,en,Delta of Venus
685,,277270,en,To Cross the Rubicon
686,Comedy Drama Family Romance,25969,en,Angus
687,Drama History,44103,nl,Priest Daens
688,Drama,753,en,Faces
689,Romance Drama Mystery,43634,en,Boys
690,Action Adventure,9103,en,The Quest
691,Comedy Romance,90214,en,Cosi
692,Drama,29649,en,Sunset Park
693,Drama Mystery Thriller,10990,en,Mulholland Falls
694,Comedy Romance,8866,en,The Truth About Cats & Dogs
695,Animation Comedy Family,12233,en,Oliver & Company
696,Comedy,23449,en,Celtic Pride
697,Adventure Family,36355,en,Flipper
698,Drama Thriller Mystery Romance,37667,en,Captives
699,Drama,90148,en,Of Love and Shadows
700,Drama Fantasy Western,922,en,Dead Man
701,War Adventure Drama Romance,11876,en,The Horseman on the Roof
702,Action Crime Drama,52633,en,Switchblade Sisters
703,Comedy Foreign,62364,es,Mouth to Mouth
704,Fantasy Comedy Science Fiction,11687,fr,The Visitors
705,Comedy Fantasy Science Fiction,9304,en,Multiplicity
706,Documentary,73183,en,"The Haunted World of Edward D. Wood, Jr."
707,Drama Foreign,131232,en,Two Friends
708,Drama Fantasy Horror Thriller,9100,en,The Craft
709,Comedy Drama,20759,en,The Great White Hype
710,Drama Thriller,46063,en,Last Dance
711,,365371,en,War Stories Our Mother Never Told Us
712,Comedy Drama Romance,32513,en,Cold Comfort Farm
713,Animation Drama,40651,en,"Institute Benjamenta, or This Dream People Call Human Life"
714,Drama Mystery Thriller,36915,en,Heavens Prisoners
715,Action Drama Crime Thriller,40507,en,Original Gangstas
716,Action Adventure Thriller,9802,en,The Rock
717,Comedy,25697,en,Getting Away with Murder
718,Fantasy Drama Horror Comedy,21588,it,Cemetery Man
719,Action Adventure Drama,664,en,Twister
720,Action Science Fiction,11867,en,Barb Wire
721,Drama,47119,fr,Le Garçu
722,Comedy,314352,de,Honeymoon
723,Action Animation Science Fiction,9323,ja,Ghost in the Shell
724,Horror Thriller,10280,en,Thinner
725,Action Comedy,10535,en,Spy Hard
726,Comedy Drama,124613,en,Brothers in Trouble
727,Family Animation Comedy,532,en,A Close Shave
728,Drama Action Crime,26744,en,Force of Evil
729,Comedy Family,16299,en,The Stupids
730,Action Mystery Science Fiction Thriller,10547,en,The Arrival
731,Drama War,245268,en,The Man from Down Under
732,Drama Comedy War,935,en,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
733,Horror Comedy Drama Fantasy,55613,en,Careful
734,,215107,en,Vermont Is for Lovers
735,Comedy Drama Romance,41007,en,A Month by the Lake
736,Drama,35645,en,Gold Diggers: The Secret of Bear Mountain
737,Family Adventure,110465,en,Kim
738,Documentary,255546,pt,Carmen Miranda: Bananas Is My Business
739,Drama Action,40751,zh,Ashes of Time
740,,275096,en,The Jar
741,Documentary,85778,en,Maya Lin: A Strong Clear Vision
742,Drama History War,11101,de,Stalingrad
743,Adventure Action,9826,en,The Phantom
744,Drama Thriller Crime,9879,en,Striptease
745,Drama Comedy,63564,en,The Last of the High Kings
746,Drama Romance,22621,en,Heavy
747,Comedy Drama Science Fiction,7095,en,Jack
748,Drama,26890,en,I Shot Andy Warhol
749,Comedy Drama Family,46732,en,The Grass Harp
750,Drama,124633,sr,Someone Elses America
751,Music Romance,202425,fr,Life is Rosy
752,,196940,en,Quartier Mozart
753,Drama Romance,77771,wo,Touki Bouki
754,Drama,181083,fr,Gods Gift
755,Drama Mystery Horror,41225,fr,Spirits of the Dead
756,,188589,en,Babyfever
757,Western Drama War,87190,en,Pharaohs  Army
758,Drama Crime,627,en,Trainspotting
759,Comedy Romance,32872,en,Til There Was You
760,Action Adventure Science Fiction,602,en,Independence Day
761,Drama Romance,14553,en,Stealing Beauty
762,Drama Mystery Thriller,9566,en,The Fan
763,Drama Animation Family,10545,en,The Hunchback of Notre Dame
764,Comedy Drama Thriller,9894,en,The Cable Guy
765,Comedy,11543,en,Kingpin
766,Action Drama Mystery Thriller,9268,en,Eraser
767,Documentary,52059,en,The Gate of Heavenly Peace
768,Fantasy Comedy Romance Science Fiction,9327,en,The Nutty Professor
769,Drama Foreign,123763,es,"I, the Worst of All"
770,Drama Romance War,81949,ro,An Unforgettable Summer
771,,42005,en,A Hungarian Fairy Tale
772,,124306,en,My Life and Times With Antonin Artaud
773,,183955,en,Midnight Dancers
774,Comedy Drama,44535,en,Somebody to Love
775,Drama,44495,en,A Very Natural Thing
776,Comedy,78285,fr,The Old Lady Who Walked in the Sea
777,Action Adventure Thriller,11228,en,Daylight
778,Horror Comedy,10779,en,The Frighteners
779,Drama Mystery Romance,26748,en,Lone Star
780,Comedy Drama Family,38223,en,Harriet the Spy
781,Drama Fantasy Romance Science Fiction,9294,en,Phenomenon
782,Comedy Drama Romance,49963,en,Walking and Talking
783,Comedy Romance,11363,en,Shes the One
784,Crime Drama Thriller,1645,en,A Time to Kill
785,Drama,31546,en,American Buffalo
786,Romance Comedy,77056,fr,Rendezvous in Paris
787,Adventure,36344,en,Alaska
788,Action Comedy Thriller,18550,en,Fled
789,Fantasy Comedy Science Fiction Family,11511,en,Kazaam
790,,172198,hu,Magic Hunter
791,Family Comedy,34170,en,Larger Than Life
792,,281085,en,A Boy Called Hate
793,Action Mystery Thriller,109478,en,Power 98
794,War Drama,124645,en,Two Deaths
795,Comedy,12606,en,A Very Brady Sequel
796,Comedy,69895,en,Stefano Quantestorie
797,Adventure Drama,35206,fr,Death in the Garden
798,War Drama,151489,cy,Hedd Wyn
799,Drama Comedy Romance,4837,fr,La Collectionneuse
800,Drama Foreign,12632,de,Kaspar Hauser
801,Comedy Foreign,9098,de,Regular Guys
802,Drama,282919,de,Diebinnen
803,Thriller,124614,en,The Convent
804,Animation Family Fantasy,18975,en,The Adventures of Pinocchio
805,Fantasy Comedy Music,11962,en,Joes Apartment
806,Comedy,2925,en,The First Wives Club
807,Romance Drama Comedy,28628,en,Stonewall
808,Action Thriller,3595,en,Ransom
809,Comedy,9308,en,High School High
810,Comedy,92381,en,Phat Beach
811,Action Drama Thriller,18555,en,Foxfire
812,Action Drama Science Fiction Thriller,12123,en,Chain Reaction
813,Comedy Family Fantasy,10830,en,Matilda
814,Drama Comedy Romance,3573,en,Emma
815,Action Fantasy Thriller,10546,en,The Crow: City of Angels
816,Comedy Family,18862,en,House Arrest
817,Drama Horror Thriller,31417,fr,Eyes Without a Face
818,Horror Comedy,9431,en,Bordello of Blood
819,Drama,124619,en,Lotto Land
820,,297645,en,The Story of Xinghua
821,,48144,zh,The Day the Sun Turned Cold
822,Drama Romance,46986,en,Flirt
823,Drama,144982,en,The Big Squeeze
824,Comedy Drama,47907,en,The Spitfire Grill
825,Action Adventure Science Fiction Thriller,10061,en,Escape from L.A.
826,Crime Drama,36266,vi,Cyclo
827,Drama History,549,en,Basquiat
828,Comedy Drama Romance,10478,en,Tin Cup
829,Drama Music,66634,en,Dingo
830,Drama,116690,ja,The Ballad of Narayama
831,Drama,213917,fr,Every Other Weekend
832,,145925,it,Mille bolle blu
833,,100914,en,Crows and Sparrows
834,Drama Crime,238,en,The Godfather
835,Comedy Drama,159,de,Maybe... Maybe Not
836,Action Crime Thriller,11134,cn,Police Story 3: Supercop
837,Drama Comedy,88224,en,Manny & Lo
838,Drama,132641,ja,Wife
839,,42758,en,Small Faces
840,Crime Drama Romance Thriller,9303,en,Bound
841,Comedy Family,23945,en,Carpool
842,Drama,37820,en,Death in Brunswick
843,Thriller Drama Music Crime,22479,en,Kansas City
844,Comedy Family,9054,en,Gone Fishin
845,Romance Comedy,241058,de,Lovers Knot
846,Drama,11985,zh,Vive LAmour
847,Drama,10232,de,Shadow of Angels
848,Drama,59569,en,Killer: A Journal of Murder
849,Action Crime Drama,410921,en,Nothing to Lose
850,Action Adventure Crime,38955,cn,Project S
851,Comedy Drama,110513,en,Girls Town
852,Drama,114089,en,Bye-Bye
853,Horror Mystery Thriller,11015,en,The Relic
854,Fantasy Horror Science Fiction,9306,en,The Island of Dr. Moreau
855,Comedy Family,12559,en,First Kid
856,Drama Thriller,58770,en,The Trigger Effect
857,,124851,en,Sweet Nothing
858,Fantasy Comedy Family,3587,en,Bogus
859,Action Adventure Comedy Thriller,10723,en,Bulletproof
860,Drama Romance War,56077,en,Talk of Angels
861,Animation Adventure Family,19004,en,The Land Before Time III: The Time of the Great Giving
862,,101230,nl,1-900
863,Thriller,253632,fr,Baton Rouge
864,Horror Thriller,10987,en,Halloween: The Curse of Michael Myers
865,Drama Comedy Romance,44705,en,Twelfth Night
866,Drama History,20318,en,Mother Night
867,Drama Romance,43596,de,Liebelei
868,Drama Romance,79782,en,Venice
869,Drama Romance,26933,fr,Wild Reeds
870,Drama History Romance Thriller,27854,en,For Whom the Bell Tolls
871,Comedy Romance,981,en,The Philadelphia Story
872,Comedy Music Romance,872,en,Singin in the Rain
873,Drama Comedy Music Romance,2769,en,An American in Paris
874,Music Comedy Romance,13320,en,Funny Face
875,Comedy Drama Romance,164,en,Breakfast at Tiffanys
876,Mystery Romance Thriller,426,en,Vertigo
877,Drama Mystery Thriller,567,en,Rear Window
878,Comedy Romance,3078,en,It Happened One Night
879,Drama Mystery Thriller Crime,13528,en,Gaslight
880,Comedy Music Romance,28288,en,The Gay Divorcee
881,Mystery Thriller,213,en,North by Northwest
882,Comedy Drama Romance,284,en,The Apartment
883,Comedy Romance,239,en,Some Like It Hot
884,Comedy Mystery Romance Thriller,4808,en,Charade
885,Drama Romance,289,en,Casablanca
886,Mystery Crime Thriller,963,en,The Maltese Falcon
887,Drama Family Music Romance,11113,en,My Fair Lady
888,Comedy Drama Romance,6620,en,Sabrina
889,Comedy Romance,804,en,Roman Holiday
890,Drama Comedy Family,26531,en,The Little Princess
891,Comedy Music Romance,909,en,Meet Me in St. Louis
892,Adventure Family Fantasy,630,en,The Wizard of Oz
893,Drama Romance War,770,en,Gone with the Wind
894,Comedy Drama,31044,en,My Favorite Year
895,Drama,599,en,Sunset Boulevard
896,Mystery Drama,15,en,Citizen Kane
897,Science Fiction Mystery Adventure,62,en,2001: A Space Odyssey
898,Adventure Romance,121357,en,Golden Earrings
899,Drama,705,en,All About Eve
900,Comedy Drama,22490,en,The Women
901,Drama Mystery,223,en,Rebecca
902,Mystery Thriller War,25670,en,Foreign Correspondent
903,Thriller Drama Romance,303,en,Notorious
904,Drama Mystery Thriller,4174,en,Spellbound
905,Drama Romance,8356,en,An Affair to Remember
906,Crime Drama Mystery Romance Thriller,381,en,To Catch a Thief
907,Comedy Drama Family Romance,20758,en,Father of the Bride
908,Comedy Music,29376,en,The Band Wagon
909,Comedy Romance,1859,en,Ninotchka
910,Comedy Drama Romance,18299,en,Love in the Afternoon
911,Comedy Music Romance,17281,en,Gigi
912,Comedy Romance,64382,it,The Reluctant Debutante
913,Action Adventure Romance,10907,en,The Adventures of Robin Hood
914,Action Adventure Drama Romance Western,32093,en,The Mark of Zorro
915,Drama Mystery,1939,en,Laura
916,Fantasy Romance Mystery,22292,en,The Ghost and Mrs. Muir
917,Adventure Fantasy Drama Mystery,3598,en,Lost Horizon
918,Comedy Music Romance,3080,en,Top Hat
919,Comedy War,198,en,To Be or Not to Be
920,Comedy Romance,13562,en,My Man Godfrey
921,Action Drama Western,1712,en,Giant
922,Drama,220,en,East of Eden
923,Comedy Crime Mystery,3529,en,The Thin Man
924,Comedy Drama,3085,en,His Girl Friday
925,Adventure Comedy Family Fantasy Romance,2897,en,Around the World in Eighty Days
926,Drama Family Fantasy,1585,en,Its a Wonderful Life
927,Comedy Drama,3083,en,Mr. Smith Goes to Washington
928,Comedy Romance,900,en,Bringing Up Baby
929,Drama Romance,43795,en,Penny Serenade
930,Drama,85638,en,The Scarlet Letter
931,Comedy Thriller Mystery Romance,50001,en,Lady of Burlesque
932,Drama,43905,en,Of Human Bondage
933,Comedy Fantasy Romance,22688,en,Angel on My Shoulder
934,Drama Family,23114,en,Little Lord Fauntleroy
935,Thriller Crime Drama Mystery,26378,en,They Made Me a Criminal
936,Comedy Music Romance,40206,en,The Inspector General
937,Romance Western,22356,en,Angel and the Badman
938,Action Thriller Mystery,260,en,The 39 Steps
939,War Drama,43488,en,A Walk in the Sun
940,Action Adventure Western,22613,en,The Outlaw
941,Horror,10331,en,Night of the Living Dead
